work_year,experience_level,employment_type,job_title,salary,salary_currency,employee_residence,remote_ratio,company_location,company_size,salary_in_usd
2022,MI,FT,Data Engineer,110000,GBP,GB,0,GB,M,136240
2022,SE,FT,Data Analyst,136260,USD,US,100,US,M,136260
2022,SE,FT,Data Analyst,136600,USD,US,100,US,M,136600
2022,SE,FT,Data Scientist,136620,USD,US,100,US,M,136620
2022,SE,FT,Data Scientist,136994,USD,US,100,US,M,136994
2022,SE,FT,Data Engineer,136994,USD,US,100,US,M,136994
2022,SE,FT,Data Science Manager,137141,USD,US,100,US,M,137141
2022,SE,FT,Data Engineer,137400,USD,CA,100,CA,M,137400
2020,EN,FT,Machine Learning Engineer,138000,USD,US,100,US,S,138000
2020,MI,FT,Data Scientist,138350,USD,US,100,US,M,138350
2022,SE,FT,Data Scientist,138600,USD,US,100,US,M,138600
2022,SE,FT,Data Scientist,138938,USD,US,0,US,M,138938
2022,SE,FT,Data Science Consultant,139000,USD,US,0,US,M,139000
2022,SE,FT,Data Analyst,139600,USD,US,0,US,M,139600
2022,SE,FT,Data Engineer,139860,USD,US,0,US,M,139860
2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Machine Learning Engineer,140000,USD,CA,0,CA,M,140000
2022,SE,FT,Data Engineer,140000,USD,US,100,US,M,140000
2022,SE,FT,Analytics Engineer,140000,USD,US,100,US,M,140000
2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
2022,MI,FT,Product Data Analyst,140000,USD,US,100,US,M,140000
2022,SE,FT,Data Scientist,140000,USD,US,0,US,M,140000
2022,SE,FT,Data Scientist,140000,USD,US,100,US,L,140000
2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
2022,SE,FT,Data Scientist,140000,USD,US,100,US,M,140000
2021,MI,FT,Data Engineer,140000,USD,US,100,US,L,140000
2021,SE,FT,Data Analytics Manager,140000,USD,US,100,US,L,140000
2022,SE,FT,Data Science Manager,140100,USD,US,100,US,L,140100
2022,SE,FT,Analytics Engineer,140250,USD,US,100,US,M,140250
2022,SE,FT,Data Engineer,140250,USD,US,100,US,M,140250
2022,SE,FT,Data Scientist,140400,USD,US,0,US,L,140400
2022,SE,FT,Data Scientist,140400,USD,US,0,US,L,140400
2022,SE,FT,Data Scientist,140400,USD,US,0,US,M,140400
2022,SE,FT,Data Engineer,141300,USD,US,0,US,M,141300
2022,SE,FT,Data Engineer,141300,USD,US,0,US,M,141300
2022,SE,FT,Data Architect,141300,USD,US,0,US,M,141300
2022,MI,FT,Data Scientist,141300,USD,US,0,US,M,141300
2022,SE,FT,Applied Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,0,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2022,SE,FT,Data Scientist,141525,USD,US,100,US,M,141525
2021,EX,FT,Director of Data Science,120000,EUR,DE,0,DE,L,141846
2022,SE,FT,Machine Learning Engineer,142200,USD,US,0,US,M,142200
2022,SE,FT,Applied Scientist,142800,USD,US,100,US,M,142800
2022,SE,FT,Data Scientist,144000,USD,US,0,US,L,144000
2022,SE,FT,Data Scientist,144000,USD,US,0,US,M,144000
2022,SE,FT,Data Scientist,144000,USD,US,100,US,M,144000
2022,SE,FT,Data Scientist,144000,USD,US,0,US,L,144000
2022,SE,FT,Data Analyst,144000,USD,US,100,US,M,144000
2022,SE,FT,Machine Learning Scientist,144000,USD,US,0,US,M,144000
2022,SE,FT,Data Scientist,144000,USD,US,100,US,M,144000
2022,SE,FT,Research Scientist,144000,USD,US,50,US,L,144000
2021,SE,FT,Data Science Manager,144000,USD,US,100,US,L,144000
2022,SE,FT,Data Analyst,144100,USD,US,0,US,M,144100
2022,MI,FT,Data Analyst,144100,USD,US,0,US,M,144100
2022,MI,FT,Data Scientist,144200,USD,US,100,US,M,144200
2022,SE,FT,Data Architect,144854,USD,US,100,US,M,144854
2022,SE,FT,Data Engineer,145000,USD,US,0,US,M,145000
2022,SE,FT,Data Engineer,145000,USD,US,100,US,M,145000
2022,MI,FT,Research Scientist,145000,USD,US,50,US,L,145000
2022,SE,FT,Data Engineer,145000,USD,US,100,US,M,145000
2022,SE,FT,Data Analytics Manager,145000,USD,US,100,US,M,145000
2022,SE,FT,Data Engineer,145000,USD,US,100,US,M,145000
2022,SE,FT,Data Scientist,145300,USD,US,0,US,M,145300
2022,SE,FT,Data Scientist,146000,USD,US,100,US,M,146000
2022,SE,FT,ETL Developer,146200,USD,US,100,US,M,146200
2021,MI,FT,Data Scientist,147000,USD,US,50,US,L,147000
2022,SE,FT,Data Architect,147800,USD,US,100,US,M,147800
2022,SE,FT,Data Scientist,148000,USD,US,100,US,M,148000
2020,SE,FT,Principal Data Scientist,130000,EUR,DE,100,DE,M,148261
2022,MI,FT,ML Engineer,148500,USD,US,100,US,L,148500
2022,SE,FT,Data Specialist,148700,USD,US,100,US,L,148700
2022,SE,FT,Machine Learning Infrastructure Engineer,148800,USD,US,100,US,M,148800
2022,SE,FT,Machine Learning Engineer,148800,USD,US,100,US,M,148800
2022,SE,FT,Data Scientist,148800,USD,US,0,US,M,148800
2022,SE,FT,Data Architect,149040,USD,US,100,US,M,149040
2022,SE,FT,Data Engineer,150000,USD,US,0,US,M,150000
2022,MI,FT,Data Analyst,150000,USD,US,100,US,M,150000
2022,SE,FT,Data Analyst,150000,USD,US,0,US,M,150000
2022,SE,FT,Data Engineer,150000,USD,US,0,US,M,150000
2022,SE,FT,Data Analyst,150000,USD,US,0,US,M,150000
2022,SE,FT,Analytics Engineer,150000,USD,US,0,US,M,150000
2022,SE,FT,Data Engineer,150000,USD,US,100,US,M,150000
2022,SE,FT,Machine Learning Manager,150000,USD,US,100,US,M,150000
2022,SE,FT,Data Engineer,150000,USD,US,100,US,M,150000
2022,MI,FT,Business Data Analyst,150000,USD,US,100,US,L,150000
2022,MI,FT,Data Engineer,150000,USD,US,0,US,M,150000
2022,SE,FT,Data Engineer,150000,USD,US,100,US,M,150000
2022,EX,FT,Analytics Engineer,150000,USD,US,100,US,M,150000
2022,SE,FT,Machine Learning Engineer,150000,USD,US,100,US,L,150000
2022,EN,FT,Data Analyst,150000,USD,US,100,US,L,150000
2022,MI,FT,Data Engineer,150000,USD,US,100,US,M,150000
2022,SE,FT,Data Scientist,150000,USD,US,0,US,M,150000
2022,SE,FT,Data Scientist,150000,USD,US,100,US,M,150000
2022,SE,FT,Data Analyst,150000,USD,US,100,US,M,150000
2021,SE,FT,Data Engineering Manager,150000,USD,US,0,US,L,150000
2022,EN,FT,Computer Vision Software Engineer,150000,USD,AU,100,AU,S,150000
2021,MI,FT,Data Architect,150000,USD,US,100,US,L,150000
2021,MI,FT,Data Scientist,150000,USD,US,100,US,M,150000
2021,EX,FT,BI Data Analyst,150000,USD,IN,100,US,L,150000
2021,SE,FT,Data Engineer,150000,USD,US,100,US,M,150000
2021,SE,FT,Data Engineer,150000,USD,US,100,US,L,150000
2020,SE,FT,Machine Learning Engineer,150000,USD,US,50,US,L,150000
2022,SE,FT,Data Analyst,150075,USD,US,100,US,M,150075
2022,SE,FT,Data Analyst,150075,USD,US,100,US,M,150075
2022,SE,FT,Data Analytics Manager,150260,USD,US,100,US,M,150260
2021,MI,FT,Principal Data Scientist,151000,USD,US,100,US,L,151000
2022,SE,FT,Data Scientist,151800,USD,US,0,US,M,151800
2022,SE,FT,Analytics Engineer,152000,USD,US,0,US,M,152000
2022,SE,FT,Data Scientist,152000,USD,US,0,US,M,152000
2021,SE,FT,Data Science Manager,152000,USD,US,100,FR,L,152000
2022,SE,FT,Data Science Manager,152500,USD,US,100,US,M,152500
2022,SE,FT,Data Scientist,153000,USD,US,100,US,M,153000
2022,SE,FT,Data Scientist,153000,USD,US,100,US,M,153000
2022,MI,FT,Data Scientist,153000,USD,US,100,US,L,153000
2022,MI,FT,Machine Learning Scientist,153000,USD,US,50,US,M,153000
2021,SE,FT,Data Engineering Manager,153000,USD,US,100,US,L,153000
2022,SE,FT,Data Scientist,153600,USD,US,100,US,M,153600
2021,EX,FT,Director of Data Science,130000,EUR,IT,100,PL,L,153667
2022,SE,FT,Data Scientist,154000,USD,US,0,US,M,154000
2022,SE,FT,Data Scientist,154000,USD,US,100,US,M,154000
2022,SE,FT,Data Engineer,154000,USD,US,100,US,M,154000
2022,SE,FT,Data Engineer,154000,USD,US,100,US,M,154000
2022,SE,FT,Data Engineer,154545,USD,US,0,US,L,154545
2022,SE,FT,Data Engineer,154545,USD,US,0,US,L,154545
2022,SE,FT,Data Engineer,154600,USD,US,100,US,L,154600
2022,SE,FT,Data Engineer,154600,USD,US,100,US,L,154600
2022,SE,FT,Data Engineer,155000,USD,US,0,US,M,155000
2022,SE,FT,Data Scientist,155000,USD,US,100,US,M,155000
2022,SE,FT,Data Scientist,155000,USD,US,100,US,M,155000
2022,SE,FT,Data Scientist,155000,USD,US,100,US,M,155000
2022,SE,FT,Data Engineer,155000,USD,US,100,US,M,155000
2022,SE,FT,Data Analyst,155000,USD,US,100,US,M,155000
2022,SE,FT,Data Engineer,155000,USD,US,100,US,M,155000
2022,SE,FT,Principal Data Scientist,148000,EUR,DE,100,DE,M,155825
2022,SE,FT,Data Scientist,156400,USD,US,0,US,M,156400
2022,SE,FT,Data Scientist,156400,USD,US,0,US,M,156400
2022,SE,FT,Data Scientist,156400,USD,US,0,US,M,156400
2022,SE,FT,Data Engineer,156600,USD,US,100,US,M,156600
2022,SE,FT,Lead Data Scientist,156868,USD,US,100,US,L,156868
2022,EX,FT,Analytics Engineer,157000,USD,US,100,US,M,157000
2022,MI,FT,Applied Data Scientist,157000,USD,US,100,US,L,157000
2022,MI,FT,Data Science Manager,158000,USD,US,100,US,M,158000
2022,SE,FT,Data Scientist,158200,USD,US,100,US,L,158200
2022,SE,FT,Data Scientist,159000,USD,US,0,US,L,159000
2022,MI,FT,Data Science Manager,159000,USD,US,100,US,M,159000
2022,SE,FT,Data Scientist,159200,USD,US,100,US,L,159200
2022,SE,FT,Data Scientist,159699,USD,US,0,US,M,159699
2022,EX,FT,Head of Data,160000,USD,US,0,US,M,160000
2022,SE,FT,Data Engineer,160000,USD,US,0,US,M,160000
2022,SE,FT,Data Engineer,160000,USD,US,0,US,M,160000
2022,SE,FT,Data Engineer,160000,USD,US,0,US,M,160000
2022,SE,FT,Data Architect,160000,USD,US,100,US,M,160000
2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,160000
2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,160000
2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,160000
2022,SE,FT,Data Scientist,160000,USD,US,0,US,L,160000
2022,MI,FT,Data Scientist,160000,USD,US,0,US,M,160000
2022,SE,FT,Data Scientist,160000,USD,US,0,US,L,160000
2022,SE,FT,Data Scientist,160000,USD,US,100,US,L,160000
2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,160000
2022,SE,FT,Data Scientist,160000,USD,US,0,US,L,160000
2022,SE,FT,Data Scientist,160000,USD,US,100,US,L,160000
2022,SE,FT,ML Engineer,160000,USD,US,0,US,M,160000
2022,MI,FT,Machine Learning Scientist,160000,USD,US,100,US,L,160000
2022,SE,FT,Data Engineer,160000,USD,US,0,US,L,160000
2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,160000
2022,SE,FT,Data Engineer,160000,USD,US,100,US,M,160000
2022,MI,FT,Data Scientist,160000,USD,US,100,US,M,160000
2021,SE,FT,Cloud Data Engineer,160000,USD,BR,100,US,S,160000
2021,SE,FT,Lead Data Engineer,160000,USD,PR,50,US,S,160000
2021,MI,FT,Data Scientist,160000,USD,US,100,US,L,160000
2022,SE,FT,Data Engineer,160080,USD,US,0,US,M,160080
2022,SE,FT,Data Engineer,160080,USD,US,100,US,M,160080
2022,SE,FT,Data Engineer,160395,USD,US,100,US,M,160395
2022,SE,FT,Data Engineer,161000,USD,US,100,US,M,161000
2022,SE,FT,Data Science Manager,161342,USD,US,100,US,M,161342
2022,SE,FT,Big Data Engineer,210000,CAD,CA,50,CA,M,162502
2022,SE,FT,Data Engineer,164000,USD,US,0,US,M,164000
2022,SE,FT,Data Analyst,164000,USD,US,0,US,M,164000
2022,SE,FT,Machine Learning Engineer,164996,USD,US,0,US,M,164996
2022,SE,FT,Machine Learning Engineer,164996,USD,US,0,US,M,164996
2022,SE,FT,Machine Learning Engineer,164996,USD,US,0,US,M,164996
2022,SE,FT,Data Science Lead,165000,USD,US,50,US,S,165000
2022,SE,FT,Data Engineer,165000,USD,US,100,US,M,165000
2022,SE,FT,Data Scientist,165000,USD,US,100,US,L,165000
2022,SE,FT,Analytics Engineer,165000,USD,US,100,US,M,165000
2022,SE,FT,Data Scientist,165000,USD,US,100,US,M,165000
2021,SE,FT,Data Scientist,165000,USD,US,100,US,L,165000
2021,SE,FT,Data Engineer,165000,USD,US,0,US,M,165000
2021,SE,FT,Data Specialist,165000,USD,US,100,US,L,165000
2022,SE,FT,Data Scientist,165220,USD,US,100,US,M,165220
2022,SE,FT,Data Engineer,165400,USD,US,100,US,M,165400
2022,SE,FT,Data Engineer,165400,USD,US,100,US,M,165400
2022,SE,FT,Data Engineer,166000,USD,US,100,US,M,166000
2022,SE,FT,Data Analyst,166700,USD,US,0,US,M,166700
2022,SE,FT,Data Scientist,167000,USD,US,100,US,M,167000
2022,MI,FT,Data Analyst,167000,USD,US,100,US,M,167000
2022,SE,FT,Machine Learning Engineer,167100,USD,US,0,US,M,167100
2022,EX,FT,Head of Data Science,167875,USD,US,100,US,M,167875
2022,SE,FT,Data Scientist,168000,USD,US,100,US,M,168000
2021,SE,FT,Director of Data Science,168000,USD,JP,0,JP,S,168000
2022,SE,FT,Data Analyst,169000,USD,US,0,US,M,169000
2022,SE,FT,Data Analyst,169000,USD,US,0,US,M,169000
2022,SE,FT,Data Analyst,169000,USD,US,0,US,M,169000
2022,SE,FT,Data Engineer,170000,USD,US,0,US,M,170000
2022,SE,FT,Data Engineer,170000,USD,US,0,US,M,170000
2022,SE,FT,Data Engineer,170000,USD,US,0,US,M,170000
2022,SE,FT,Data Engineer,170000,USD,US,100,US,M,170000
2022,SE,FT,Data Scientist,170000,USD,US,100,US,M,170000
2022,SE,FT,Data Scientist,170000,USD,US,100,US,M,170000
2022,SE,FT,Analytics Engineer,170000,USD,US,100,US,M,170000
2022,SE,FT,Data Engineer,170000,USD,US,100,US,M,170000
2022,SE,FT,Data Scientist,170000,USD,US,100,US,M,170000
2022,MI,FT,Data Engineer,170000,USD,US,100,US,M,170000
2022,SE,FT,Data Analyst,170000,USD,US,100,US,M,170000
2022,SE,FT,Data Analyst,170000,USD,US,100,US,M,170000
2022,SE,FT,Data Analyst,170000,USD,US,100,US,M,170000
2021,MI,FT,Data Architect,170000,USD,US,100,US,L,170000
2021,SE,FT,Lead Data Analyst,170000,USD,US,100,US,L,170000
2021,SE,FT,Principal Data Analyst,170000,USD,US,100,US,M,170000
2022,SE,FT,Data Engineer,171000,USD,US,0,US,M,171000
2022,SE,FT,Data Scientist,172000,USD,US,100,US,M,172000
2022,MI,FT,Applied Machine Learning Scientist,173000,USD,US,50,US,M,173000
2022,MI,FT,Data Scientist,140000,GBP,GB,0,GB,M,173397
2021,SE,FT,Principal Data Scientist,147000,EUR,DE,100,DE,M,173762
2021,SE,FT,Data Engineering Manager,174000,USD,US,100,US,L,174000
2021,SE,FT,Data Science Manager,174000,USD,US,100,US,L,174000
2022,SE,FT,Data Engineer,175000,USD,US,100,US,M,175000
2022,SE,FT,Data Scientist,175000,USD,US,0,US,M,175000
2022,SE,FT,Data Scientist,175000,USD,US,100,US,M,175000
2022,SE,FT,Data Engineer,175000,USD,US,100,US,M,175000
2022,SE,FT,Data Scientist,175000,USD,US,0,US,M,175000
2022,SE,FT,Data Analyst,175000,USD,US,100,US,M,175000
2022,SE,FT,Data Engineer,175000,USD,US,100,US,M,175000
2022,SE,FT,Data Engineer,175000,USD,US,100,US,M,175000
2022,EX,FT,Analytics Engineer,175000,USD,US,100,US,M,175000
2022,SE,FT,Data Science Manager,175100,USD,US,100,US,M,175100
2022,EX,FT,Data Science Manager,175100,USD,US,0,US,M,175100
2022,SE,FT,Data Engineer,175100,USD,US,100,US,M,175100
2022,SE,FT,Data Analyst,175950,USD,US,100,US,M,175950
2022,SE,FT,Data Scientist,176000,USD,US,100,US,M,176000
2022,SE,FT,Applied Data Scientist,177000,USD,US,100,US,L,177000
2022,SE,FT,Data Engineer,177600,USD,US,100,US,L,177600
2022,SE,FT,Data Engineer,178800,USD,US,100,US,L,178800
2022,SE,FT,Data Engineer,178800,USD,US,100,US,L,178800
2022,SE,FT,Data Scientist,179400,USD,US,0,US,M,179400
2022,SE,FT,Data Scientist,179400,USD,US,100,US,M,179400
2022,SE,FT,Data Science Manager,179775,USD,US,100,US,M,179775
2022,SE,FT,Data Scientist,180000,USD,US,0,US,M,180000
2022,SE,FT,Data Scientist,180000,USD,US,100,US,M,180000
2022,MI,FT,ML Engineer,180000,USD,US,100,US,M,180000
2022,SE,FT,Machine Learning Engineer,180000,USD,US,100,US,M,180000
2022,SE,FT,Data Engineer,180000,USD,US,0,US,M,180000
2022,EN,FT,Data Scientist,180000,USD,US,100,US,M,180000
2022,SE,FT,Data Architect,180000,USD,US,100,US,M,180000
2022,SE,FT,Data Engineer,180000,USD,US,100,US,M,180000
2022,SE,FT,Machine Learning Engineer,180000,USD,US,100,US,M,180000
2022,SE,FT,Machine Learning Engineer,180000,USD,US,100,US,M,180000
2022,SE,FT,Data Scientist,180000,USD,US,100,US,L,180000
2022,SE,FT,Data Engineer,180000,USD,US,100,US,M,180000
2022,EX,FT,Machine Learning Scientist,180000,USD,US,100,US,S,180000
2022,SE,FT,Analytics Engineer,180000,USD,US,0,US,M,180000
2022,SE,FT,Data Scientist,180000,USD,US,100,US,L,180000
2022,SE,FT,Machine Learning Engineer,180000,USD,US,100,US,M,180000
2022,EN,FT,Machine Learning Developer,180000,USD,US,100,US,L,180000
2022,SE,FT,Data Scientist,180000,USD,US,100,US,M,180000
2022,SE,FT,Data Scientist,180000,USD,US,0,US,M,180000
2022,SE,FT,Data Scientist,180000,USD,US,0,US,L,180000
2022,SE,FT,Data Engineer,180000,USD,US,100,US,M,180000
2021,MI,FT,Data Architect,180000,USD,US,100,US,L,180000
2022,SE,FT,Data Engineer,181940,USD,US,0,US,M,181940
2022,SE,FT,Data Engineer,182000,USD,US,100,US,M,182000
2022,EX,FT,Data Science Manager,182160,USD,US,0,US,M,182160
2022,SE,FT,Data Scientist Lead,183000,USD,US,100,US,L,183000
2022,SE,FT,Data Engineer,183600,USD,US,100,US,L,183600
2022,SE,FT,Data Engineer,184100,USD,US,0,US,M,184100
2022,SE,FT,Analytics Engineer,184700,USD,US,0,US,M,184700
2022,SE,FT,Data Scientist,185000,USD,US,100,US,M,185000
2022,SE,FT,Data Engineer,185000,USD,US,100,US,M,185000
2022,SE,FT,Data Scientist,185000,USD,US,100,US,M,185000
2021,SE,FT,Machine Learning Engineer,185000,USD,US,50,US,L,185000
2021,SE,FT,Principal Data Engineer,185000,USD,US,100,US,L,185000
2022,SE,FT,Data Scientist,185100,USD,US,100,US,M,185100
2022,SE,FT,Data Science Manager,185400,USD,US,0,US,M,185400
2022,SE,FT,Data Engineer,185800,USD,CA,100,CA,M,185800
2022,SE,FT,Data Scientist,185900,USD,US,0,US,M,185900
2022,SE,FT,Data Engineer,185900,USD,US,0,US,M,185900
2022,SE,FT,Data Scientist,185900,USD,US,0,US,M,185900
2022,SE,FT,Data Scientist,185900,USD,US,0,US,M,185900
2022,SE,FT,Data Engineer,185900,USD,US,0,US,M,185900
2022,SE,FT,Data Scientist,185900,USD,US,0,US,M,185900
2022,SE,FT,Data Scientist,185900,USD,US,0,US,M,185900
2022,SE,FT,Data Engineer,185900,USD,US,0,US,M,185900
2022,SE,FT,Data Engineer,185900,USD,US,0,US,M,185900
2022,SE,FT,Machine Learning Infrastructure Engineer,186000,USD,US,100,US,M,186000
2022,SE,FT,Machine Learning Engineer,186000,USD,US,100,US,M,186000
2022,SE,FT,Data Scientist,186000,USD,US,0,US,M,186000
2022,SE,FT,Machine Learning Engineer,187200,USD,CA,100,CA,M,187200
2022,EX,FT,Data Engineer,187200,USD,US,100,US,M,187200
2021,MI,FT,Research Scientist,235000,CAD,CA,100,CA,L,187442
2020,SE,FT,Data Engineer,188000,USD,US,100,US,L,188000
2022,SE,FT,Data Engineer,188100,USD,US,0,US,M,188100
2022,SE,FT,Data Engineer,188700,USD,US,100,US,M,188700
2022,SE,FT,Data Science Manager,189500,USD,US,100,US,L,189500
2022,SE,FT,Machine Learning Engineer,189650,USD,US,0,US,M,189650
2022,SE,FT,Machine Learning Engineer,189650,USD,US,0,US,M,189650
2022,SE,FT,Machine Learning Engineer,189650,USD,US,0,US,M,189650
2022,SE,FT,Data Architect,190000,USD,US,100,US,M,190000
2022,SE,FT,Data Architect,190000,USD,US,100,US,M,190000
2022,SE,FT,Analytics Engineer,190000,USD,US,100,US,M,190000
2022,SE,FT,Data Architect,190000,USD,US,100,US,M,190000
2020,SE,FT,Lead Data Scientist,190000,USD,US,100,US,S,190000
2020,SE,FT,Data Science Manager,190200,USD,US,100,US,M,190200
2022,SE,FT,Data Engineer,191200,USD,US,0,US,M,191200
2022,SE,FT,Applied Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,0,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Scientist,191475,USD,US,100,US,M,191475
2022,SE,FT,Data Architect,192400,USD,CA,100,CA,M,192400
2022,SE,FT,Data Architect,192564,USD,US,100,US,M,192564
2022,SE,FT,Machine Learning Engineer,192600,USD,US,100,US,M,192600
2022,SE,FT,Data Engineering Manager,193000,USD,ES,100,US,M,193000
2022,EX,FT,Director of Data Science,250000,CAD,CA,50,CA,L,193455
2022,SE,FT,Machine Learning Scientist,193900,USD,US,0,US,M,193900
2022,SE,FT,Machine Learning Engineer,193900,USD,US,0,US,M,193900
2022,MI,FT,Machine Learning Engineer,193900,USD,US,0,US,M,193900
2022,SE,FT,Data Engineer,195000,USD,US,100,US,M,195000
2021,SE,FT,Machine Learning Infrastructure Engineer,195000,USD,US,100,US,M,195000
2022,SE,FT,ML Engineer,195400,USD,US,100,US,L,195400
2022,SE,FT,Data Architect,195400,USD,US,100,US,L,195400
2022,SE,FT,Machine Learning Engineer,195400,USD,US,100,US,L,195400
2022,SE,FT,Data Architect,195400,USD,US,100,US,L,195400
2022,SE,FT,Data Engineer,195700,USD,US,0,US,M,195700
2022,SE,FT,Data Engineer,195700,USD,US,0,US,M,195700
2022,SE,FT,Data Engineer,197000,USD,US,0,US,M,197000
2022,SE,FT,Data Scientist,198440,USD,US,0,US,L,198440
2022,SE,FT,Data Scientist,198440,USD,US,0,US,M,198440
2022,SE,FT,Data Scientist,198440,USD,US,100,US,M,198440
2022,SE,FT,Data Scientist,198440,USD,US,0,US,L,198440
2022,SE,FT,Data Engineer,200000,USD,US,0,US,M,200000
2022,SE,FT,Marketing Data Analyst,200000,USD,GB,100,GB,S,200000
2022,SE,FT,Data Scientist,200000,USD,US,100,US,M,200000
2022,SE,FT,Machine Learning Manager,200000,USD,US,100,US,M,200000
2022,SE,FT,BI Analyst,200000,USD,NG,100,NG,S,200000
2022,SE,FT,Data Engineer,200000,USD,US,100,US,M,200000
2022,SE,FT,Data Engineer,200000,USD,US,100,US,M,200000
2022,SE,FT,Machine Learning Engineer,200000,USD,PR,100,PR,M,200000
2022,EX,FT,Machine Learning Scientist,200000,USD,US,100,US,S,200000
2022,EX,FT,AI Scientist,200000,USD,US,100,US,S,200000
2022,EX,FT,Analytics Engineer,200000,USD,US,100,US,M,200000
2022,SE,FT,Machine Learning Engineer,200000,USD,US,100,US,L,200000
2022,SE,FT,Data Engineer,200000,USD,PR,100,PR,M,200000
2022,MI,FT,Analytics Engineer,200000,USD,US,0,US,M,200000
2022,SE,FT,Data Engineer,200000,USD,US,100,US,M,200000
2022,MI,FT,AI Scientist,200000,USD,US,100,US,M,200000
2022,SE,FT,Data Science Manager,200000,USD,US,100,US,M,200000
2022,MI,FT,AI Scientist,200000,USD,IN,100,US,L,200000
2022,EX,FT,Data Engineer,200000,USD,US,100,US,M,200000
2022,MI,FT,Data Scientist,200000,USD,US,100,US,M,200000
2022,SE,FT,Head of Data,200000,USD,MY,100,US,M,200000
2021,SE,FT,Principal Data Engineer,200000,USD,US,100,US,M,200000
2021,MI,FT,Data Engineer,200000,USD,US,100,US,L,200000
2021,MI,FT,Data Engineer,200000,USD,US,100,US,L,200000
2021,SE,FT,Data Analyst,200000,USD,US,100,US,L,200000
2021,SE,FT,Director of Data Engineering,200000,USD,US,100,US,L,200000
2021,SE,FT,Machine Learning Engineer,200000,USD,US,100,US,L,200000
2022,SE,FT,Data Engineer,200100,USD,US,100,US,M,200100
2022,SE,FT,Data Scientist,202800,USD,US,0,US,L,202800
